	id_and_goal	utt_id	MIDAS	speaker	utt
2327	2018: [1] open question factual_1 [2] statement_1 [3] open question factual_2 [4] statement_2 [5] open question factual_3 [6] statement_3 [7] open question factual_4 [8] statement_4	7	statement_4	11111	We're going to put in some new furniture .
2328	7703: [1] statement_1 [2] open question factual_1 [3] command_1 [4] comment_1	0	statement_1	0	Ann invited us to dinner this saturday afternoon .
2329	7703: [1] statement_1 [2] open question factual_1 [3] command_1 [4] comment_1	1	open question factual_1	11111	What should we take ?
2330	7703: [1] statement_1 [2] open question factual_1 [3] command_1 [4] comment_1	2	command_1	0	How about a china vase ?
2331	7703: [1] statement_1 [2] open question factual_1 [3] command_1 [4] comment_1	3	comment_1	11111	Good idea !
2332	6637: [1] statement_1 [2] opinion_1 [3] comment_1 [4] statement_2	0	statement_1	0	Ben always appears rude to the people around him .
2333	6637: [1] statement_1 [2] opinion_1 [3] comment_1 [4] statement_2	1	opinion_1	11111	But he's really kind at heart .
2334	6637: [1] statement_1 [2] opinion_1 [3] comment_1 [4] statement_2	2	comment_1	0	That's true .
2335	6637: [1] statement_1 [2] opinion_1 [3] comment_1 [4] statement_2	3	statement_2	0	We can not judge people by appearance .
2336	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	0	statement_1	0	Nathan said he didn't have any fun at his new school this week .
2337	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	1	yes no question_1	0	Do you know why ?
2338	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	2	statement_2	11111	I think he hasn't made any new friends yet .
2339	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	3	statement_2	11111	He's just a little lonely .
2340	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	4	statement_2	0	He really misses his friends from our old neighborhood .
2341	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	5	other answers_1	11111	Without a doubt .
2342	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	6	opinion_1	11111	Maybe if he knew he doesn't have to give up any of his old friends to make new ones , it will be easier for him .
2343	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	7	open question factual_1	0	How do you propose to help him understand that ?
2344	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	8	statement_3	11111	Well , we can help him keep in touch with his old friends .
2345	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	9	opinion_2	0	I guess we could go visit once in a while too .
2346	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	10	back-channeling_1	11111	Yeah .
2347	394: [1] statement_1 [2] yes no question_1 [3] statement_2 [4] other answers_1 [5] opinion_1 [6] open question factual_1 [7] statement_3 [8] opinion_2 [9] back-channeling_1 [10] statement_4	11	statement_4	11111	There's a lot we can do to help him through this transition .
2348	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	0	statement_1	0	My latte looks like that shoe polish we did an ad for last month .
2349	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	1	statement_1	11111	And this espresso looks like ... oil !
2350	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	2	comment_1	0	It still tastes fine , though .
2351	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	3	statement_2	11111	These days , I can't think of anything but motor oil .
2352	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	4	statement_2	11111	Even coffee makes me think of it .
2353	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	5	hold_1	0	Wait a second !
2354	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	6	statement_3	0	There's the idea for this case !
2355	2395: [1] statement_1 [2] comment_1 [3] statement_2 [4] hold_1 [5] statement_3	7	statement_3	0	  Your motor oil should be as choice and fresh as your morning coffee .
2356	6459: [1] comment_1 [2] opinion_1 [3] comment_2 [4] statement_1 [5] open question factual_1	0	comment_1	0	Tim's smiles are interesting .
2357	6459: [1] comment_1 [2] opinion_1 [3] comment_2 [4] statement_1 [5] open question factual_1	1	opinion_1	11111	Yes , they are shy and gentle but very powerful .
2358	6459: [1] comment_1 [2] opinion_1 [3] comment_2 [4] statement_1 [5] open question factual_1	2	comment_2	0	You are right .
2359	6459: [1] comment_1 [2] opinion_1 [3] comment_2 [4] statement_1 [5] open question factual_1	3	statement_1	0	They sweep Nancy off her feet .
2360	6459: [1] comment_1 [2] opinion_1 [3] comment_2 [4] statement_1 [5] open question factual_1	4	statement_1	0	And now she fell head over heels in love with him .
2361	6459: [1] comment_1 [2] opinion_1 [3] comment_2 [4] statement_1 [5] open question factual_1	5	open question factual_1	11111	How wonderful it would be if I had such smiles !
2362	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	0	abandon_1	0	Hi , Jeny.Are still working ?
2363	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	1	statement_1	11111	Hi , Nacy.Come in please .
2364	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	2	abandon_2	11111	I'm just putting away on my books .
2365	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	3	abandon_2	0	So , you are leaving , aren't you ?
2366	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	4	pos answer_1	11111	yes , I'm going to take a holiday tomorrow .
2367	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	5	comment_1	0	How nice !
2368	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	6	statement_2	0	I can see you are busying packing .
2369	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	7	closing_1	0	I'm sorry to interrupt you .
2370	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	8	back-channeling_1	11111	That's all right .
2371	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	9	yes no question_1	11111	I'm almost finished.Do you need my help ?
2372	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	10	command_1	0	Yes , could you please go over this for me ?
2373	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	11	statement_3	0	and see if there is any mistake in it ?
2374	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	12	hold_1	11111	Oh .
2375	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	13	statement_4	11111	all right I'll read it soon .
2376	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	14	complaint_1	0	Excuse me for taking your time .
2377	11660: [1] abandon_1 [2] statement_1 [3] abandon_2 [4] pos answer_1 [5] comment_1 [6] statement_2 [7] closing_1 [8] back-channeling_1 [9] yes no question_1 [10] command_1 [11] statement_3 [12] hold_1 [13] statement_4 [14] complaint_1 [15] statement_5	15	statement_5	11111	It's nothing Navy .
2378	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	0	opinion_1	0	Oh , George , what a beautiful day it is today !
2379	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	1	statement_1	0	The sun is hot and there are just a few clouds scattered here and there !
2380	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	2	comment_1	0	What a perfect day to be at the beach !
2381	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	3	statement_2	0	The kids are going to have so much fun !
2382	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	4	statement_2	0	And we'll be able to relax in the sun while they're playing .
2383	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	5	comment_2	11111	It does seem like the perfect day !
2384	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	6	opinion_2	11111	I'm glad we chose to get out of the city and enjoy the nice weather !
2385	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	7	opinion_2	11111	This looks like the perfect spot !
2386	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	8	statement_3	11111	Ok kids , put on your sunscreen while your mom and I set up camp .
2387	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	9	statement_3	11111	Here , Mary , help me lay down these beach towels .
2388	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	10	statement_3	0	There we go .
2389	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	11	yes no question_1	0	Can you help me with the umbrella ?
2390	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	12	opinion_3	0	Perfect .
2391	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	13	statement_4	11111	Ok kids , here'sa beach ball and a Frisbee , a pail and a shovel .
2392	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	14	opinion_4	11111	I want to see an impressive sandcastle by the time we leave .
2393	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	15	statement_5	11111	Don't stray too far .
2394	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	16	hold_1	11111	Wait !
2395	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	17	abandon_1	11111	Leave your sandals here or put on your wet shoes .
2396	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	18	statement_6	0	And stay in the shallow area .
2397	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	19	opinion_5	0	I don't want to see you go any farther than that sandbar !
2398	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	20	statement_7	0	It's too deep out there and we didn't bring your floatier .
2399	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	21	statement_7	11111	You're back already ?
2400	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	22	statement_7	11111	The water was too cold , huh ?
2401	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	23	command_1	11111	I'll tell you a secret .
2402	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	24	yes no question_2	11111	Do you see that small pool of water over there ?
2403	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	25	statement_8	11111	It'll be warmer in there .
2404	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	26	statement_8	11111	Go see if you can find some seashells or catch some minnows .
2405	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	27	open question factual_1	0	What is that ?
2406	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	28	statement_9	0	A jellyfish ?
2407	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	29	statement_9	0	Jeremy , put that down right now !
2408	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	30	statement_9	0	It could sting you !
2409	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	31	other answers_1	11111	Ah !
2410	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	32	neg answer_1	11111	Not on me !
2411	7594: [1] opinion_1 [2] statement_1 [3] comment_1 [4] statement_2 [5] comment_2 [6] opinion_2 [7] statement_3 [8] yes no question_1 [9] opinion_3 [10] statement_4 [11] opinion_4 [12] statement_5 [13] hold_1 [14] abandon_1 [15] statement_6 [16] opinion_5 [17] statement_7 [18] command_1 [19] yes no question_2 [20] statement_8 [21] open question factual_1 [22] statement_9 [23] other answers_1 [24] neg answer_1 [25] abandon_2	33	abandon_2	11111	Ow !
