	id_and_goal	utt_id	open_goal_cut	open_goal	speaker	utt
10318	817: [1] wants_1 [2] expresses_1 [3] wants_2 [4] agrees_1 [5] expresses_2	3	agrees_1	agrees with the previous speaker	speaker_1	That's what I'm wondering, too.
10319	817: [1] wants_1 [2] expresses_1 [3] wants_2 [4] agrees_1 [5] expresses_2	4	expresses_2	expresses desire to see it.	speaker_2	I wish I had a chance to see it with my own eyes.
10320	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	0	wants_1	wants to invite speaker_2 to a picnic	speaker_1	Would you care to join for the picnic tomorrow?
10321	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	1	declines_1	declines invitation due to previous engagement	speaker_2	Much to my regret, I'll have to meet my girlfriend at the airport then.
10322	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	2	wants_2	wants to invite speaker_2 to a party	speaker_1	We'd like to invite you for our dress party tomorrow evening, are you free?
10323	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	3	declines_2	declines invitation due to previous engagement	speaker_2	Much as we'd like to, but we've booked up already for that time.
10324	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	4	expresses_1	expresses disappointment	speaker_1	What a pity!
10325	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	5	states_1	states speaker_2's inability to attend	speaker_1	You can't join us.
10326	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	6	apologizes_1	apologizes	speaker_2	So sorry.
10327	818: [1] wants_1 [2] declines_1 [3] wants_2 [4] declines_2 [5] expresses_1 [6] states_1 [7] apologizes_1 [8] expresses_2	7	expresses_2	expresses gratitude and willingness to attend next time	speaker_2	Next time we'll go, thanks anyway.
10328	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	0	wants_1	wants to invite speaker 2 to dinner	speaker_1	I'd like to invite you to dinner tonight, do you think have time?
10329	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	1	thanks_1	thanks for the invitation	speaker_2	Thank you for your invitation.
10330	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	2	availability_1	availability for dinner	speaker_2	I'm free tonight.
10331	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	3	wants_2	wants to know the preferred food type	speaker_1	Which kind of food do you like, chinese food, western food or sea food?
10332	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	4	preferred_1	preferred food type	speaker_2	I prefer sea food.
10333	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	5	agrees_1	agreement	speaker_1	ok.
10334	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	6	sets_1	sets a time for pickup	speaker_1	I'll pick up your hotel at 6 thirty pm.
10335	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	7	agrees_2	agreement	speaker_2	That's fine.
10336	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	8	confirms_1	confirms readiness	speaker_2	I'll be waiting for you.
10337	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	9	goodbye_1	goodbye	speaker_1	See you later.
10338	819: [1] wants_1 [2] thanks_1 [3] availability_1 [4] wants_2 [5] preferred_1 [6] agrees_1 [7] sets_1 [8] agrees_2 [9] confirms_1 [10] goodbye_1	10	goodbye_1	goodbye	speaker_2	bye.
10339	820: [1] pointing_1 [2] complaining_1 [3] offering_1 [4] confirms_1 [5] expressing_1 [6] sympathy_1 [7] offering_2	0	pointing_1	pointing out an issue	speaker_1	Look!
10340	820: [1] pointing_1 [2] complaining_1 [3] offering_1 [4] confirms_1 [5] expressing_1 [6] sympathy_1 [7] offering_2	1	complaining_1	complaining about the quality of the shoes	speaker_1	I bought these shoes only three weeks ago and there is a hole in them already.
10341	820: [1] pointing_1 [2] complaining_1 [3] offering_1 [4] confirms_1 [5] expressing_1 [6] sympathy_1 [7] offering_2	2	offering_1	offering a solution	speaker_2	If that happen to me, I’ll take them back to the shop.
10342	820: [1] pointing_1 [2] complaining_1 [3] offering_1 [4] confirms_1 [5] expressing_1 [6] sympathy_1 [7] offering_2	3	confirms_1	confirms action taken	speaker_1	I did.
10343	820: [1] pointing_1 [2] complaining_1 [3] offering_1 [4] confirms_1 [5] expressing_1 [6] sympathy_1 [7] offering_2	4	expressing_1	expressing frustration with the outcome	speaker_1	But they said they won’t change them.
10344	820: [1] pointing_1 [2] complaining_1 [3] offering_1 [4] confirms_1 [5] expressing_1 [6] sympathy_1 [7] offering_2	5	sympathy_1	sympathy	speaker_2	That’s terrible.
10345	820: [1] pointing_1 [2] complaining_1 [3] offering_1 [4] confirms_1 [5] expressing_1 [6] sympathy_1 [7] offering_2	6	offering_2	offering another solution	speaker_2	But if they wouldn’t change them, I know what I would do.
10346	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	0	wants_1	wants to know if speaker_2 feels overwhelmed by work	speaker_1	Do you sometimes feel overwhelmed by your work?
10347	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	1	agrees_1	agreement	speaker_2	Of course!
10348	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	2	expresses_1	expresses the importance of job stress	speaker_2	It is the No. 1 stressor in my life.
10349	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	3	explains_1	explains the commonness of job stress	speaker_2	You know job stress has become a very common problem these days.
10350	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	4	believes_1	believes that coping with job stress is important	speaker_2	So we must learn to cope with it.
10351	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	5	agrees_2	agreement	speaker_1	Totally agree.
10352	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	6	wants_2	wants to know speaker_2's solution to job stress	speaker_1	What is your solution?
10353	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	7	explains_2	explains the causes of job stress	speaker_2	Well, there are two causes of job stress.
10354	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	8	explains_2	explains the two causes of job stress	speaker_2	One is employee characteristic and the other is company condition.
10355	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	9	believes_2	believes that both employees and companies should take action	speaker_2	So if we want to manage job stress, both we and the companies should do something.
10356	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	10	shares_1	shares his own solution to job stress	speaker_2	For me, I am trying to balance work and leisure time.
10357	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	11	quotes_1	quotes a saying to emphasize the importance of leisure time	speaker_2	You know, all work and no play make Jack a dull boy.
10358	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	12	compliments_1	compliments speaker_2's outlook	speaker_1	You seem to have a very relaxed outlook.
10359	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	13	agrees_3	agrees with speaker_1	speaker_2	It is necessary.
10360	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	14	explains_3	explains the benefits of a positive attitude	speaker_2	Positive attitude helps to prevent stress.
10361	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	15	disagrees_1	disagrees with speaker_2's belief	speaker_1	But I don’t think we can change our working condition.
10362	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	16	explains_4	explains the limitations of changing the working condition	speaker_1	Anyway, we are not the bosses.
10363	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	17	shares_2	shares information about companies providing stress management	speaker_2	I heard some companies are providing stress management training and making changes inside them, like avoiding unrealistic deadlines and organizing relaxation activities.
10364	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	18	has_1	has a positive attitude towards the boss	speaker_2	Our boss is a smart person.
10365	821: [1] wants_1 [2] agrees_1 [3] expresses_1 [4] explains_1 [5] believes_1 [6] agrees_2 [7] wants_2 [8] explains_2 [9] believes_2 [10] shares_1 [11] quotes_1 [12] compliments_1 [13] agrees_3 [14] explains_3 [15] disagrees_1 [16] explains_4 [17] shares_2 [18] has_1 [19] believes_3	19	believes_3	believes that the boss will take action for the benefit of the team.	speaker_2	He will be learning from that if he would like to an efficient and healthy team.
10366	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	0	busy_1	busy	speaker_1	I am so busy today.
10367	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	1	wants_1	wants to help	speaker_2	Can I help you?
10368	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	2	unsure_1	unsure	speaker_1	I’m not sure.
10369	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	3	makes_1	makes a request	speaker_1	Perhaps you could do the shopping.
10370	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	4	agrees_1	agreement	speaker_2	I’ll be glad to help.
10371	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	5	makes_2	makes a request	speaker_1	Or maybe make the beds.
10372	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	6	reiterates_1	reiterates willingness to help	speaker_2	All you have to do is ask for help.
10373	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	7	gratitude_1	gratitude	speaker_1	Thanks.
10374	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	8	appreciation_1	appreciation	speaker_1	That’s terrific!
10375	822: [1] busy_1 [2] wants_1 [3] unsure_1 [4] makes_1 [5] agrees_1 [6] makes_2 [7] reiterates_1 [8] gratitude_1 [9] appreciation_1 [10] _1	9	_1			
10376	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	0	informs_1	informs about the new Chinese food	speaker_1	The restaurant across the street hired a new Chinese chef, so I ordered some Chinese food there for this evening.
10377	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	1	agrees_1	agreement	speaker_2	Good.
10378	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	2	expresses_1	expresses love for Chinese food	speaker_2	I love Chinese food.
10379	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	3	wants_1	wants to know what was ordered	speaker_2	What did you order?
10380	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	4	mentions_1	mentions the order	speaker_1	Something hot and spicy.
10381	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	5	explains_1	explains why the order was made	speaker_1	They look very inviting on the menu.
10382	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	6	predicts_1	predicts that speaker_2 will like the order	speaker_1	You are going to love them.
10383	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	7	suggests_1	suggests learning Chinese cooking	speaker_2	Maybe we can find a place to learn some Chinese cooking.
10384	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	8	provides_1	provides info about a place	speaker_2	I hear there's a place in Chinatown where you can take some courses.
10385	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	9	asks_1	asks for interest	speaker_2	Are you interested?
10386	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	10	expresses_2	expresses uncertainty	speaker_1	I'm not sure.
10387	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	11	mentions_2	mentions dislike for cooking	speaker_1	I don't enjoy cooking that much.
10388	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	12	suggests_2	suggests ordering from a restaurant	speaker_1	As long as we can order it from a restaurant, we don't have to learn to do it by ourselves.
10389	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	13	agrees_2	agreement	speaker_2	You are right.
10390	823: [1] informs_1 [2] agrees_1 [3] expresses_1 [4] wants_1 [5] mentions_1 [6] explains_1 [7] predicts_1 [8] suggests_1 [9] provides_1 [10] asks_1 [11] expresses_2 [12] mentions_2 [13] suggests_2 [14] agrees_2 [15] explains_2	14	explains_2	explains reason for wanting to learn Chinese cooking.	speaker_2	But I just want to know how they prepare food and make it taste so different.
10391	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	0	wants_1	wants to express concern	speaker_1	You don't look too well.
10392	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	1	gives_1	gives advice	speaker_1	Maybe you should take the day off from work.
10393	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	2	agrees_1	disagreement	speaker_2	I couldn't do that.
10394	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	3	explains_1	explains why taking the day off is not possible	speaker_2	I have an important meeting to go to today.
10395	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	4	wants_2	wants to know how speaker_2 feels	speaker_1	Do you feel ok?
10396	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	5	expresses_1	expresses feeling unwell	speaker_2	Not really.
10397	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	6	explains_2	explains why speaker_2 feels unwell	speaker_2	After a 12 - hour flight, I've got jetlag, and on top of that, I think I've also got the flu.
10398	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	7	gives_2	gives advice	speaker_1	Why don't you call your secretary and tell her to reschedule the meeting?
10399	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	8	gives_2	gives advice	speaker_1	You should really get some rest or you'll end up feeling even worse than you do now.
10400	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	9	wants_3	wants speaker_1 to check for a fever	speaker_2	Could you feel my forehead and check to see if I have a fever?
10401	824: [1] wants_1 [2] gives_1 [3] agrees_1 [4] explains_1 [5] wants_2 [6] expresses_1 [7] explains_2 [8] gives_2 [9] wants_3 [10] expresses_2 [11] wants_4 [12] agrees_2 [13] explains_3 [14] wants_5 [15] expresses_3 [16] wants_6 [17] answers_1 [18] expresses_4 [19] explains_4 [20] expresses_5 [21] gives_3 [22] wants_7 [23] explains_5 [24] agrees_3 [25] expresses_6	10	expresses_2	expresses observation about speaker_2's fever	speaker_1	You're really hot.
