	id_and_goal	utt_id	durec_goal_1	speaker	utt
9867	787: [1] Q&A about other_1	15	Q&A about other_1	speaker_2	I studied French.
9868	787: [1] Q&A about other_1	16	Q&A about other_1	speaker_2	Anyway... that's enough about me.
9869	787: [1] Q&A about other_1	17	Q&A about other_1	speaker_2	How about you?
9870	787: [1] Q&A about other_1	18	Q&A about other_1	speaker_2	Were you born in L. A.?
9871	788: [1] Q&A about motherhood_1	0	Q&A about motherhood_1	speaker_1	Do you consider yourself a good mother?
9872	788: [1] Q&A about motherhood_1	1	Q&A about motherhood_1	speaker_2	Yes, I'm a very good mother and successful career woman.
9873	788: [1] Q&A about motherhood_1	2	Q&A about motherhood_1	speaker_1	How can you manage to do both?
9874	788: [1] Q&A about motherhood_1	3	Q&A about motherhood_1	speaker_1	I mean, it is so hard to be a working mother.
9875	788: [1] Q&A about motherhood_1	4	Q&A about motherhood_1	speaker_2	I think the most important thing is that you should be nice to yourself, like keeping housework simple, spending money on things that make life easier, buying yourself things you like, and so on.
9876	788: [1] Q&A about motherhood_1	5	Q&A about motherhood_1	speaker_2	You can only be nice to others when you can be nice to yourself.
9877	788: [1] Q&A about motherhood_1	6	Q&A about motherhood_1	speaker_1	Does your husband feel the same?
9878	788: [1] Q&A about motherhood_1	7	Q&A about motherhood_1	speaker_2	Yes.
9879	788: [1] Q&A about motherhood_1	8	Q&A about motherhood_1	speaker_2	He is very understanding and supportive.
9880	789: [1] nan_1 [2] other_1	0	nan_1	speaker_1	I find it really hard to express myself in class.
9881	789: [1] nan_1 [2] other_1	1	other_1	speaker_1	I have lots of ideas, but they never seem to come out of my mouth.
9882	789: [1] nan_1 [2] other_1	2	other_1	speaker_2	let me give you a little advice.
9883	789: [1] nan_1 [2] other_1	3	other_1	speaker_2	You know what the topics are going to be, so prepares what you would like to say in advance.
9884	789: [1] nan_1 [2] other_1	4	other_1	speaker_1	I often do, but I’m worried about the responses from other people.
9885	789: [1] nan_1 [2] other_1	5	other_1	speaker_2	you have to be realistic.
9886	789: [1] nan_1 [2] other_1	6	other_1	speaker_2	Not everyone is going to agree with you, but people will respect your opinion and they will respect the fact that you have contributed something to the discussion.
9887	789: [1] nan_1 [2] other_1	7	other_1	speaker_1	I’m worried that what I say will not make sense.
9888	789: [1] nan_1 [2] other_1	8	other_1	speaker_2	we could chat about the topic before class.
9889	789: [1] nan_1 [2] other_1	9	other_1	speaker_2	I could check that what you want to say is logical and it would also give you a chance to practice speaking.
9890	789: [1] nan_1 [2] other_1	10	other_1	speaker_1	that’s a good idea.
9891	789: [1] nan_1 [2] other_1	11	other_1	speaker_1	What should I do if I am in two minds about a topic?
9892	789: [1] nan_1 [2] other_1	12	other_1	speaker_2	that’s easy.
9893	789: [1] nan_1 [2] other_1	13	other_1	speaker_2	Express possibilities.
9894	789: [1] nan_1 [2] other_1	14	other_1	speaker_2	People will think that you are pretty smart to be able to look at the topic from more than one angle.
9895	789: [1] nan_1 [2] other_1	15	other_1	speaker_1	I didn’t realize that speaking in class could be so easy.
9896	789: [1] nan_1 [2] other_1	16	other_1	speaker_2	the most difficult thing is being able to predict what other people will say.
9897	789: [1] nan_1 [2] other_1	17	other_1	speaker_2	They will reply to your statements, but you can’t be sure how.
9898	789: [1] nan_1 [2] other_1	18	other_1		
9899	790: [1] Q&A about other_1	0	Q&A about other_1	speaker_1	What's his job?
9900	790: [1] Q&A about other_1	1	Q&A about other_1	speaker_2	He used to be a policeman.
9901	790: [1] Q&A about other_1	2	Q&A about other_1	speaker_1	But Mrs.Smith hired him to find her lost son.
9902	790: [1] Q&A about other_1	3	Q&A about other_1	speaker_2	Yeah.
9903	790: [1] Q&A about other_1	4	Q&A about other_1	speaker_2	He's a private eye now.
9904	791: [1] other_1 [2] Q&A about other_1 [3] other_2 [4] Q&A about other_2	0	other_1	speaker_1	Bother the flies!
9905	791: [1] other_1 [2] Q&A about other_1 [3] other_2 [4] Q&A about other_2	1	Q&A about other_1	speaker_2	Where do they come from?
9906	791: [1] other_1 [2] Q&A about other_1 [3] other_2 [4] Q&A about other_2	2	Q&A about other_1	speaker_1	I don't know.
9907	791: [1] other_1 [2] Q&A about other_1 [3] other_2 [4] Q&A about other_2	3	other_2	speaker_1	Something rotten here?
9908	791: [1] other_1 [2] Q&A about other_1 [3] other_2 [4] Q&A about other_2	4	Q&A about other_2	speaker_2	I can't see it.
9909	792: [1] ask about other_1	0	ask about other_1	speaker_1	Have you got your invitation yet?
9910	792: [1] ask about other_1	1	ask about other_1	speaker_2	My invitation?
9911	792: [1] ask about other_1	2	ask about other_1	speaker_2	No, I haven't.
9912	792: [1] ask about other_1	3	ask about other_1	speaker_2	My invitation to what?
9913	792: [1] ask about other_1	4	ask about other_1	speaker_1	The house warming party.
9914	792: [1] ask about other_1	5	ask about other_1	speaker_2	Whose house warming party is it?
9915	792: [1] ask about other_1	6	ask about other_1	speaker_1	Tom and Bill Smith.
9916	792: [1] ask about other_1	7	ask about other_1	speaker_1	They are both working now you know?
9917	792: [1] ask about other_1	8	ask about other_1	speaker_1	And they've bought a new house.
9918	792: [1] ask about other_1	9	ask about other_1	speaker_2	Oh, they have?
9919	792: [1] ask about other_1	10	ask about other_1	speaker_2	I didn't know.
9920	792: [1] ask about other_1	11	ask about other_1	speaker_2	I haven't seen Tom lately.
9921	792: [1] ask about other_1	12	ask about other_1	speaker_1	It's out in the suburbs.
9922	792: [1] ask about other_1	13	ask about other_1	speaker_2	Have you seen the house?
9923	792: [1] ask about other_1	14	ask about other_1	speaker_1	Yes, I have.
9924	792: [1] ask about other_1	15	ask about other_1	speaker_1	I went out with them last weekend.
9925	792: [1] ask about other_1	16	ask about other_1	speaker_2	Is it nice?
9926	792: [1] ask about other_1	17	ask about other_1	speaker_1	Yes, it is.
9927	792: [1] ask about other_1	18	ask about other_1	speaker_1	There are three bedrooms, a living room, a dining room, and a big kitchen.
9928	792: [1] ask about other_1	19	ask about other_1	speaker_2	There's also a garden.
9929	792: [1] ask about other_1	20	ask about other_1	speaker_1	Well, that does sound nice.
9930	792: [1] ask about other_1	21	ask about other_1	speaker_1	Have they moved in yet?
9931	792: [1] ask about other_1	22	ask about other_1	speaker_2	They are moving today.
9932	792: [1] ask about other_1	23	ask about other_1	speaker_1	When are they going to have the party?
9933	792: [1] ask about other_1	24	ask about other_1		
9934	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	0	greeting_1	speaker_1	hi, darling!
9935	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	1	other_1	speaker_1	I have a one-month vacation saved up.
9936	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	2	travel recommendation_1	speaker_1	How about a trip to Europe?
9937	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	3	travel recommendation_1	speaker_2	I could go for that.
9938	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	4	travel recommendation_1	speaker_2	But I'm afraid our budget is a little tight this year.
9939	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	5	travel recommendation_1	speaker_1	oh, but I really need to leave this town for a change.
9940	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	6	travel recommendation_1	speaker_1	Working day after day has worn me out.
9941	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	7	travel recommendation_1	speaker_1	Do you have any other suggestions?
9942	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	8	travel recommendation_1	speaker_2	we should probably think about going somewhere that isn't too far away.
9943	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	9	travel recommendation_1	speaker_2	How about the countryside?
9944	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	10	travel recommendation_1	speaker_2	There must be many interesting places, and we could enjoy the fresh air and the delicious local spec
9945	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	11	travel recommendation_1	speaker_1	wonderful!
9946	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	12	travel recommendation_1	speaker_1	I think that's a great idea.
9947	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	13	travel recommendation_1	speaker_1	How soon until we can make this happen?
9948	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	14	travel recommendation_1	speaker_1	I can't wait!
9949	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	15	travel recommendation_1	speaker_2	tomorrow I have an appointment with my dentist.
9950	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	16	travel recommendation_1	speaker_2	What about next Monday?
9951	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	17	travel recommendation_1	speaker_1	perfect.
9952	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	18	other_2	speaker_1	I'll start preparing tomorrow.
9953	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	19	other_2	speaker_1	If we're going to drive, I'll need to fill up the tank.
9954	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	20	other_2	speaker_2	no need.
9955	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	21	other_2	speaker_2	I think it's still plenty full.
9956	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	22	other_2	speaker_2	Even so, I'd rather travel by bus or train.
9957	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	23	other_2	speaker_2	It would cost much less than driving.
9958	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	24	other_2	speaker_2	Oil prices are soaring nowadays, you know.
9959	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	25	other_2	speaker_1	we can take the train, that will be faster.
9960	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	26	other_2	speaker_1	I'll book the tickets tomorrow morning.
9961	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	27	other_2	speaker_2	great!
9962	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	28	weather notification_1	speaker_2	Oh, one more thing, don't forget to check the weather before we go.
9963	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	29	weather notification_1	speaker_2	I'd hate to get caught in the rain.
9964	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	30	other_3	speaker_1	no problem.
9965	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	31	nan_1	speaker_1	I'm really looking forward to the coming week.
9966	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	32	nan_2	speaker_2	Me, too.
9967	793: [1] greeting_1 [2] other_1 [3] travel recommendation_1 [4] other_2 [5] weather notification_1 [6] other_3 [7] nan_1 [8] nan_2 [9] nan_3	33	nan_3	speaker_2	Now let's make a list for what we need to take with us.
9968	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	0	greeting_1	speaker_1	Hi, Kenny.
9969	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	1	Q&A about other_1	speaker_1	Let's go for a drink.
9970	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	2	Q&A about other_1	speaker_2	Sounds good.
9971	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	3	Q&A about other_1	speaker_2	Where are we going?
9972	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	4	Q&A about other_1	speaker_1	Somewhere new.
9973	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	5	Q&A about other_1	speaker_1	It's a great place to pick up chicks.
9974	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	6	Q&A about other_1	speaker_2	Need a new.
9975	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	7	Q&A about other_1	speaker_2	girlfriend, huh?
9976	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	8	Q&A about other_1	speaker_1	Yeah, I broke up with Lisa.
9977	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	9	Q&A about other_1	speaker_1	She blew a gasket over it.
9978	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	10	Q&A about other_1	speaker_2	Whew!
9979	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	11	Q&A about other_1	speaker_2	That getup is terrific!
9980	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	12	Q&A about other_1	speaker_1	Never mind the getup.
9981	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	13	Q&A about other_1	speaker_2	That too.
9982	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	14	Q&A about other_1	speaker_1	I'm gonna introduce myself.
9983	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	15	Q&A about other_1	speaker_2	If you're lucky, that might do the trick.
9984	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	16	Q&A about other_1	speaker_1	Oh, oh, that tears it!
9985	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	17	Q&A about other_1	speaker_1	I'm getting out of here.
9986	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	18	Q&A about other_1	speaker_2	Hold on!
9987	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	19	Q&A about other_1	speaker_2	What's the big hurry?
9988	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	20	Q&A about other_1	speaker_1	My ex-girlfriend's here.
9989	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	21	Q&A about other_1	speaker_2	I wanna finish my drink first.
9990	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	22	Q&A about other_1	speaker_2	I'll meet you at Sammy's.
9991	794: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	23	saying goodbye_1		
9992	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	0	greeting_1	speaker_1	Valerie!
9993	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	1	greeting_1	speaker_1	Hi!
9994	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	2	greeting_1	speaker_1	Wow how are you?
9995	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	3	greeting_1	speaker_1	It’s been such a long time!
9996	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	4	greeting_1	speaker_2	Darlene!
9997	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	5	greeting_1	speaker_2	Indeed, it’s been a while!
9998	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	6	greeting_1	speaker_2	How have you been?
9999	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	7	greeting_1	speaker_2	Wow, you look amazing!
10000	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	8	greeting_1	speaker_2	I love what you’Ve done with your hair!
10001	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	9	greeting_1	speaker_1	Really?
10002	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	10	greeting_1	speaker_1	Thanks!
10003	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	11	greeting_1	speaker_1	I went to that hair salon that you told me about, but enough about me!
10004	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	12	greeting_1	speaker_1	Look at you!
10005	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	13	greeting_1	speaker_1	You haven’t aged a day since the last time I saw you!
10006	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	14	chitchat about other_1	speaker_1	What is your secret!
10007	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	15	chitchat about other_1	speaker_2	Ha ha, come on!
10008	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	16	chitchat about other_1	speaker_2	Well, I’Ve been watching what I eat, and working out three times a week.
10009	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	17	chitchat about other_1	speaker_2	By the way, I heard your son recently graduated!
10010	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	18	chitchat about other_1	speaker_1	Yes, my little Paul is finally a doctor.
10011	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	19	chitchat about other_1	speaker_1	They grow up so fast you know.
10012	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	20	chitchat about other_1	speaker_2	He is such a handsome guy.
10013	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	21	chitchat about other_1	speaker_2	He gets his looks from his mother of course!
10014	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	22	chitchat about other_1	speaker_1	Thank you!
10015	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	23	chitchat about other_1	speaker_1	What about your daughter, Pamela?
10016	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	24	chitchat about other_1	speaker_1	I heard she has passed the bar exam and married recently.
10017	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	25	chitchat about other_1	speaker_2	Oh yes.
10018	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	26	nan_1	speaker_2	She had a beautiful wedding in Cozumel Mexico and we all attended.
10019	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	27	nan_2	speaker_1	Such a lovely girl.
10020	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	28	nan_3	speaker_1	I hope my Paul is lucky enough to find a girl like that someday!
10021	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	29	nan_4	speaker_2	But of course!
10022	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	30	nan_5	speaker_2	Well, it’s been great talking to you, but I have to get going.
10023	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	31	nan_6	speaker_1	Same here!
10024	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	32	nan_7	speaker_1	We will catch up soon, maybe over coffee!
10025	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	33	nan_8	speaker_2	That would be great!
10026	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	34	nan_9	speaker_2	Give me a call!
10027	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	35	nan_10	speaker_1	See you soon!
10028	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	36	nan_11	speaker_1	Bye!
